"x","y","type","country"
2003.75,10,"1","Netherlands"
2004,10,"1","Netherlands"
2004.25,10,"1","Netherlands"
2004.5,10,"1","Netherlands"
2004.75,10,"1","Netherlands"
2005,10,"1","Netherlands"
2005.25,10,"1","Netherlands"
2005.5,10,"1","Netherlands"
2005.75,10,"1","Netherlands"
2006,10,"1","Netherlands"
2006.25,10,"1","Netherlands"
2006.5,10,"1","Netherlands"
2006.75,10,"1","Netherlands"
2007,10,"1","Netherlands"
2007.25,10,"1","Netherlands"
2007.5,10,"1","Netherlands"
2007.75,10,"1","Netherlands"
2008,10,"1","Netherlands"
2008.25,10,"1","Netherlands"
2008.5,10,"1","Netherlands"
2008.75,10,"2","Netherlands"
2009,10,"2","Netherlands"
2009.25,10,"2","Netherlands"
2009.5,10,"1","Netherlands"
2009.75,10,"1","Netherlands"
2010,10,"1","Netherlands"
2010.25,10,"1","Netherlands"
2010.5,10,"1","Netherlands"
2010.75,10,"1","Netherlands"
2011,10,"1","Netherlands"
2011.25,10,"1","Netherlands"
2011.5,10,"1","Netherlands"
2011.75,10,"2","Netherlands"
2012,10,"2","Netherlands"
2012.25,10,"2","Netherlands"
2012.5,10,"2","Netherlands"
2012.75,10,"1","Netherlands"
2013,10,"2","Netherlands"
2013.25,10,"2","Netherlands"
2013.5,10,"1","Netherlands"
2013.75,10,"1","Netherlands"
2014,10,"1","Netherlands"
2014.25,10,"1","Netherlands"
2014.5,10,"1","Netherlands"
2014.75,10,"1","Netherlands"
2015,10,"1","Netherlands"
2015.25,10,"1","Netherlands"
2015.5,10,"1","Netherlands"
2015.75,10,"1","Netherlands"
2016,10,"1","Netherlands"
2016.25,10,"1","Netherlands"
2016.5,10,"1","Netherlands"
2016.75,10,"1","Netherlands"
2017,10,"1","Netherlands"
2017.25,10,"1","Netherlands"
2017.5,10,"1","Netherlands"
2017.75,10,"1","Netherlands"
2018,10,"1","Netherlands"
2018.25,10,"1","Netherlands"
2018.5,10,"1","Netherlands"
2018.75,10,"1","Netherlands"
2019,10,"1","Netherlands"
2019.25,10,"1","Netherlands"
2019.5,10,"1","Netherlands"
1999.25,11,"1","Portugal"
1999.5,11,"1","Portugal"
1999.75,11,"1","Portugal"
2000,11,"1","Portugal"
2000.25,11,"1","Portugal"
2000.5,11,"1","Portugal"
2000.75,11,"1","Portugal"
2001,11,"1","Portugal"
2001.25,11,"1","Portugal"
2001.5,11,"1","Portugal"
2001.75,11,"1","Portugal"
2002,11,"1","Portugal"
2002.25,11,"1","Portugal"
2002.5,11,"2","Portugal"
2002.75,11,"2","Portugal"
2003,11,"2","Portugal"
2003.25,11,"1","Portugal"
2003.5,11,"1","Portugal"
2003.75,11,"1","Portugal"
2004,11,"1","Portugal"
2004.25,11,"1","Portugal"
2004.5,11,"1","Portugal"
2004.75,11,"2","Portugal"
2005,11,"2","Portugal"
2005.25,11,"1","Portugal"
2005.5,11,"1","Portugal"
2005.75,11,"1","Portugal"
2006,11,"1","Portugal"
2006.25,11,"1","Portugal"
2006.5,11,"1","Portugal"
2006.75,11,"1","Portugal"
2007,11,"1","Portugal"
2007.25,11,"1","Portugal"
2007.5,11,"1","Portugal"
2007.75,11,"1","Portugal"
2008,11,"1","Portugal"
2008.25,11,"1","Portugal"
2008.5,11,"2","Portugal"
2008.75,11,"2","Portugal"
2009,11,"2","Portugal"
2009.25,11,"2","Portugal"
2009.5,11,"1","Portugal"
2009.75,11,"1","Portugal"
2010,11,"1","Portugal"
2010.25,11,"1","Portugal"
2010.5,11,"1","Portugal"
2010.75,11,"1","Portugal"
2011,11,"2","Portugal"
2011.25,11,"2","Portugal"
2011.5,11,"2","Portugal"
2011.75,11,"2","Portugal"
2012,11,"2","Portugal"
2012.25,11,"2","Portugal"
2012.5,11,"2","Portugal"
2012.75,11,"2","Portugal"
2013,11,"2","Portugal"
2013.25,11,"2","Portugal"
2013.5,11,"1","Portugal"
2013.75,11,"1","Portugal"
2014,11,"1","Portugal"
2014.25,11,"1","Portugal"
2014.5,11,"1","Portugal"
2014.75,11,"1","Portugal"
2015,11,"1","Portugal"
2015.25,11,"1","Portugal"
2015.5,11,"1","Portugal"
2015.75,11,"1","Portugal"
2016,11,"1","Portugal"
2016.25,11,"1","Portugal"
2016.5,11,"1","Portugal"
2016.75,11,"1","Portugal"
2017,11,"1","Portugal"
2017.25,11,"1","Portugal"
2017.5,11,"1","Portugal"
2017.75,11,"1","Portugal"
2018,11,"1","Portugal"
2018.25,11,"1","Portugal"
2018.5,11,"1","Portugal"
2018.75,11,"1","Portugal"
2019,11,"1","Portugal"
2019.25,11,"1","Portugal"
2019.5,11,"1","Portugal"
1999.25,12,"1","Spain"
1999.5,12,"1","Spain"
1999.75,12,"1","Spain"
2000,12,"1","Spain"
2000.25,12,"1","Spain"
2000.5,12,"1","Spain"
2000.75,12,"1","Spain"
2001,12,"1","Spain"
2001.25,12,"1","Spain"
2001.5,12,"1","Spain"
2001.75,12,"1","Spain"
2002,12,"1","Spain"
2002.25,12,"1","Spain"
2002.5,12,"1","Spain"
2002.75,12,"1","Spain"
2003,12,"1","Spain"
2003.25,12,"1","Spain"
2003.5,12,"1","Spain"
2003.75,12,"1","Spain"
2004,12,"1","Spain"
2004.25,12,"1","Spain"
2004.5,12,"1","Spain"
2004.75,12,"1","Spain"
2005,12,"1","Spain"
2005.25,12,"1","Spain"
2005.5,12,"1","Spain"
2005.75,12,"1","Spain"
2006,12,"1","Spain"
2006.25,12,"1","Spain"
2006.5,12,"1","Spain"
2006.75,12,"1","Spain"
2007,12,"1","Spain"
2007.25,12,"1","Spain"
2007.5,12,"1","Spain"
2007.75,12,"1","Spain"
2008,12,"1","Spain"
2008.25,12,"1","Spain"
2008.5,12,"1","Spain"
2008.75,12,"2","Spain"
2009,12,"2","Spain"
2009.25,12,"2","Spain"
2009.5,12,"2","Spain"
2009.75,12,"2","Spain"
2010,12,"2","Spain"
2010.25,12,"1","Spain"
2010.5,12,"1","Spain"
2010.75,12,"1","Spain"
2011,12,"2","Spain"
2011.25,12,"2","Spain"
2011.5,12,"2","Spain"
2011.75,12,"2","Spain"
2012,12,"2","Spain"
2012.25,12,"2","Spain"
2012.5,12,"2","Spain"
2012.75,12,"2","Spain"
2013,12,"2","Spain"
2013.25,12,"2","Spain"
2013.5,12,"2","Spain"
2013.75,12,"2","Spain"
2014,12,"2","Spain"
2014.25,12,"1","Spain"
2014.5,12,"1","Spain"
2014.75,12,"1","Spain"
2015,12,"1","Spain"
2015.25,12,"1","Spain"
2015.5,12,"1","Spain"
2015.75,12,"1","Spain"
2016,12,"1","Spain"
2016.25,12,"1","Spain"
2016.5,12,"1","Spain"
2016.75,12,"1","Spain"
2017,12,"1","Spain"
2017.25,12,"1","Spain"
2017.5,12,"1","Spain"
2017.75,12,"1","Spain"
2018,12,"1","Spain"
2018.25,12,"1","Spain"
2018.5,12,"1","Spain"
2018.75,12,"1","Spain"
2019,12,"1","Spain"
2019.25,12,"1","Spain"
2019.5,12,"1","Spain"
2001.25,13,"1","Greece"
2001.5,13,"1","Greece"
2001.75,13,"1","Greece"
2002,13,"1","Greece"
2002.25,13,"1","Greece"
2002.5,13,"1","Greece"
2002.75,13,"1","Greece"
2003,13,"1","Greece"
2003.25,13,"1","Greece"
2003.5,13,"1","Greece"
2003.75,13,"1","Greece"
2004,13,"1","Greece"
2004.25,13,"1","Greece"
2004.5,13,"1","Greece"
2004.75,13,"1","Greece"
2005,13,"2","Greece"
2005.25,13,"2","Greece"
2005.5,13,"1","Greece"
2005.75,13,"1","Greece"
2006,13,"1","Greece"
2006.25,13,"1","Greece"
2006.5,13,"1","Greece"
2006.75,13,"1","Greece"
2007,13,"1","Greece"
2007.25,13,"1","Greece"
2007.5,13,"1","Greece"
2007.75,13,"2","Greece"
2008,13,"2","Greece"
2008.25,13,"1","Greece"
2008.5,13,"2","Greece"
2008.75,13,"2","Greece"
2009,13,"2","Greece"
2009.25,13,"2","Greece"
2009.5,13,"1","Greece"
2009.75,13,"1","Greece"
2010,13,"1","Greece"
2010.25,13,"2","Greece"
2010.5,13,"2","Greece"
2010.75,13,"2","Greece"
2011,13,"2","Greece"
2011.25,13,"2","Greece"
2011.5,13,"2","Greece"
2011.75,13,"2","Greece"
2012,13,"2","Greece"
2012.25,13,"2","Greece"
2012.5,13,"2","Greece"
2012.75,13,"2","Greece"
2013,13,"1","Greece"
2013.25,13,"1","Greece"
2013.5,13,"1","Greece"
2013.75,13,"1","Greece"
2014,13,"1","Greece"
2014.25,13,"1","Greece"
2014.5,13,"1","Greece"
2014.75,13,"1","Greece"
2015,13,"1","Greece"
2015.25,13,"1","Greece"
2015.5,13,"1","Greece"
2015.75,13,"1","Greece"
2016,13,"2","Greece"
2016.25,13,"2","Greece"
2016.5,13,"1","Greece"
2016.75,13,"1","Greece"
2017,13,"1","Greece"
2017.25,13,"1","Greece"
2017.5,13,"1","Greece"
2017.75,13,"1","Greece"
2018,13,"1","Greece"
2018.25,13,"1","Greece"
2018.5,13,"1","Greece"
2018.75,13,"1","Greece"
2019,13,"1","Greece"
2019.25,13,"1","Greece"
2019.5,13,"1","Greece"
2007.25,14,"1","Slovenia"
2007.5,14,"1","Slovenia"
2007.75,14,"1","Slovenia"
2008,14,"1","Slovenia"
2008.25,14,"1","Slovenia"
2008.5,14,"1","Slovenia"
2008.75,14,"2","Slovenia"
2009,14,"2","Slovenia"
2009.25,14,"2","Slovenia"
2009.5,14,"2","Slovenia"
2009.75,14,"1","Slovenia"
2010,14,"1","Slovenia"
2010.25,14,"1","Slovenia"
2010.5,14,"1","Slovenia"
2010.75,14,"1","Slovenia"
2011,14,"1","Slovenia"
2011.25,14,"1","Slovenia"
2011.5,14,"1","Slovenia"
2011.75,14,"2","Slovenia"
2012,14,"2","Slovenia"
2012.25,14,"2","Slovenia"
2012.5,14,"2","Slovenia"
2012.75,14,"2","Slovenia"
2013,14,"2","Slovenia"
2013.25,14,"2","Slovenia"
2013.5,14,"1","Slovenia"
2013.75,14,"1","Slovenia"
2014,14,"1","Slovenia"
2014.25,14,"1","Slovenia"
2014.5,14,"1","Slovenia"
2014.75,14,"1","Slovenia"
2015,14,"1","Slovenia"
2015.25,14,"1","Slovenia"
2015.5,14,"1","Slovenia"
2015.75,14,"1","Slovenia"
2016,14,"1","Slovenia"
2016.25,14,"1","Slovenia"
2016.5,14,"1","Slovenia"
2016.75,14,"1","Slovenia"
2017,14,"1","Slovenia"
2017.25,14,"1","Slovenia"
2017.5,14,"1","Slovenia"
2017.75,14,"1","Slovenia"
2018,14,"1","Slovenia"
2018.25,14,"1","Slovenia"
2018.5,14,"1","Slovenia"
2018.75,14,"1","Slovenia"
2019,14,"1","Slovenia"
2019.25,14,"1","Slovenia"
2019.5,14,"1","Slovenia"
2008.25,15,"1","Cyprus"
2008.5,15,"1","Cyprus"
2008.75,15,"1","Cyprus"
2009,15,"2","Cyprus"
2009.25,15,"2","Cyprus"
2009.5,15,"2","Cyprus"
2009.75,15,"2","Cyprus"
2010,15,"1","Cyprus"
2010.25,15,"1","Cyprus"
2010.5,15,"1","Cyprus"
2010.75,15,"1","Cyprus"
2011,15,"1","Cyprus"
2011.25,15,"1","Cyprus"
2011.5,15,"1","Cyprus"
2011.75,15,"1","Cyprus"
2012,15,"1","Cyprus"
2012.25,15,"2","Cyprus"
2012.5,15,"2","Cyprus"
2012.75,15,"2","Cyprus"
2013,15,"2","Cyprus"
2013.25,15,"2","Cyprus"
2013.5,15,"2","Cyprus"
2013.75,15,"2","Cyprus"
2014,15,"2","Cyprus"
2014.25,15,"1","Cyprus"
2014.5,15,"2","Cyprus"
2014.75,15,"2","Cyprus"
2015,15,"2","Cyprus"
2015.25,15,"1","Cyprus"
2015.5,15,"1","Cyprus"
2015.75,15,"1","Cyprus"
2016,15,"1","Cyprus"
2016.25,15,"1","Cyprus"
2016.5,15,"1","Cyprus"
2016.75,15,"1","Cyprus"
2017,15,"1","Cyprus"
2017.25,15,"1","Cyprus"
2017.5,15,"1","Cyprus"
2017.75,15,"1","Cyprus"
2018,15,"1","Cyprus"
2018.25,15,"1","Cyprus"
2018.5,15,"1","Cyprus"
2018.75,15,"1","Cyprus"
2019,15,"1","Cyprus"
2019.25,15,"1","Cyprus"
2019.5,15,"1","Cyprus"
2008.25,16,"1","Malta"
2008.5,16,"1","Malta"
2008.75,16,"1","Malta"
2009,16,"2","Malta"
2009.25,16,"2","Malta"
2009.5,16,"1","Malta"
2009.75,16,"1","Malta"
2010,16,"1","Malta"
2010.25,16,"1","Malta"
2010.5,16,"1","Malta"
2010.75,16,"1","Malta"
2011,16,"1","Malta"
2011.25,16,"2","Malta"
2011.5,16,"2","Malta"
2011.75,16,"1","Malta"
2012,16,"1","Malta"
2012.25,16,"1","Malta"
2012.5,16,"1","Malta"
2012.75,16,"1","Malta"
2013,16,"1","Malta"
2013.25,16,"1","Malta"
2013.5,16,"1","Malta"
2013.75,16,"1","Malta"
2014,16,"1","Malta"
2014.25,16,"1","Malta"
2014.5,16,"1","Malta"
2014.75,16,"1","Malta"
2015,16,"1","Malta"
2015.25,16,"1","Malta"
2015.5,16,"1","Malta"
2015.75,16,"1","Malta"
2016,16,"1","Malta"
2016.25,16,"1","Malta"
2016.5,16,"1","Malta"
2016.75,16,"1","Malta"
2017,16,"1","Malta"
2017.25,16,"1","Malta"
2017.5,16,"1","Malta"
2017.75,16,"1","Malta"
2018,16,"1","Malta"
2018.25,16,"1","Malta"
2018.5,16,"1","Malta"
2018.75,16,"1","Malta"
2019,16,"1","Malta"
2019.25,16,"2","Malta"
2019.5,16,"2","Malta"
2009.25,17,"1","Slovakia"
2009.5,17,"1","Slovakia"
2009.75,17,"1","Slovakia"
2010,17,"1","Slovakia"
2010.25,17,"1","Slovakia"
2010.5,17,"1","Slovakia"
2010.75,17,"1","Slovakia"
2011,17,"1","Slovakia"
2011.25,17,"1","Slovakia"
2011.5,17,"1","Slovakia"
2011.75,17,"1","Slovakia"
2012,17,"1","Slovakia"
2012.25,17,"1","Slovakia"
2012.5,17,"1","Slovakia"
2012.75,17,"1","Slovakia"
2013,17,"1","Slovakia"
2013.25,17,"1","Slovakia"
2013.5,17,"1","Slovakia"
2013.75,17,"1","Slovakia"
2014,17,"1","Slovakia"
2014.25,17,"1","Slovakia"
2014.5,17,"1","Slovakia"
2014.75,17,"1","Slovakia"
2015,17,"1","Slovakia"
2015.25,17,"1","Slovakia"
2015.5,17,"1","Slovakia"
2015.75,17,"1","Slovakia"
2016,17,"1","Slovakia"
2016.25,17,"1","Slovakia"
2016.5,17,"1","Slovakia"
2016.75,17,"1","Slovakia"
2017,17,"1","Slovakia"
2017.25,17,"1","Slovakia"
2017.5,17,"1","Slovakia"
2017.75,17,"1","Slovakia"
2018,17,"1","Slovakia"
2018.25,17,"1","Slovakia"
2018.5,17,"1","Slovakia"
2018.75,17,"1","Slovakia"
2019,17,"1","Slovakia"
2019.25,17,"1","Slovakia"
2019.5,17,"1","Slovakia"
2011.25,18,"1","Estonia"
2011.5,18,"1","Estonia"
2011.75,18,"1","Estonia"
2012,18,"1","Estonia"
2012.25,18,"1","Estonia"
2012.5,18,"1","Estonia"
2012.75,18,"1","Estonia"
2013,18,"1","Estonia"
2013.25,18,"1","Estonia"
2013.5,18,"1","Estonia"
2013.75,18,"1","Estonia"
2014,18,"1","Estonia"
2014.25,18,"1","Estonia"
2014.5,18,"1","Estonia"
2014.75,18,"1","Estonia"
2015,18,"1","Estonia"
2015.25,18,"1","Estonia"
2015.5,18,"1","Estonia"
2015.75,18,"1","Estonia"
2016,18,"1","Estonia"
2016.25,18,"1","Estonia"
2016.5,18,"1","Estonia"
2016.75,18,"1","Estonia"
2017,18,"1","Estonia"
2017.25,18,"1","Estonia"
2017.5,18,"1","Estonia"
2017.75,18,"1","Estonia"
2018,18,"1","Estonia"
2018.25,18,"1","Estonia"
2018.5,18,"1","Estonia"
2018.75,18,"1","Estonia"
2019,18,"1","Estonia"
2019.25,18,"1","Estonia"
2019.5,18,"1","Estonia"
2014.25,19,"1","Latvia"
2014.5,19,"1","Latvia"
2014.75,19,"1","Latvia"
2015,19,"1","Latvia"
2015.25,19,"1","Latvia"
2015.5,19,"1","Latvia"
2015.75,19,"1","Latvia"
2016,19,"1","Latvia"
2016.25,19,"1","Latvia"
2016.5,19,"1","Latvia"
2016.75,19,"1","Latvia"
2017,19,"1","Latvia"
2017.25,19,"1","Latvia"
2017.5,19,"1","Latvia"
2017.75,19,"1","Latvia"
2018,19,"1","Latvia"
2018.25,19,"1","Latvia"
2018.5,19,"1","Latvia"
2018.75,19,"1","Latvia"
2019,19,"1","Latvia"
2019.25,19,"1","Latvia"
2019.5,19,"1","Latvia"
2015.25,20,"1","Lithuania"
2015.5,20,"1","Lithuania"
2015.75,20,"1","Lithuania"
2016,20,"1","Lithuania"
2016.25,20,"1","Lithuania"
2016.5,20,"1","Lithuania"
2016.75,20,"1","Lithuania"
2017,20,"1","Lithuania"
2017.25,20,"1","Lithuania"
2017.5,20,"1","Lithuania"
2017.75,20,"1","Lithuania"
2018,20,"1","Lithuania"
2018.25,20,"1","Lithuania"
2018.5,20,"1","Lithuania"
2018.75,20,"1","Lithuania"
2019,20,"1","Lithuania"
2019.25,20,"1","Lithuania"
2019.5,20,"1","Lithuania"
1999.25,1,"1","Euro area*"
1999.5,1,"1","Euro area*"
1999.75,1,"1","Euro area*"
2000,1,"1","Euro area*"
2000.25,1,"1","Euro area*"
2000.5,1,"1","Euro area*"
2000.75,1,"1","Euro area*"
2001,1,"1","Euro area*"
2001.25,1,"1","Euro area*"
2001.5,1,"1","Euro area*"
2001.75,1,"1","Euro area*"
2002,1,"1","Euro area*"
2002.25,1,"1","Euro area*"
2002.5,1,"1","Euro area*"
2002.75,1,"1","Euro area*"
2003,1,"1","Euro area*"
2003.25,1,"1","Euro area*"
2003.5,1,"1","Euro area*"
2003.75,1,"1","Euro area*"
2004,1,"1","Euro area*"
2004.25,1,"1","Euro area*"
2004.5,1,"1","Euro area*"
2004.75,1,"1","Euro area*"
2005,1,"1","Euro area*"
2005.25,1,"1","Euro area*"
2005.5,1,"1","Euro area*"
2005.75,1,"1","Euro area*"
2006,1,"1","Euro area*"
2006.25,1,"1","Euro area*"
2006.5,1,"1","Euro area*"
2006.75,1,"1","Euro area*"
2007,1,"1","Euro area*"
2007.25,1,"1","Euro area*"
2007.5,1,"1","Euro area*"
2007.75,1,"1","Euro area*"
2008,1,"1","Euro area*"
2008.25,1,"1","Euro area*"
2008.5,1,"2","Euro area*"
2008.75,1,"2","Euro area*"
2009,1,"2","Euro area*"
2009.25,1,"2","Euro area*"
2009.5,1,"2","Euro area*"
2009.75,1,"1","Euro area*"
2010,1,"1","Euro area*"
2010.25,1,"1","Euro area*"
2010.5,1,"1","Euro area*"
2010.75,1,"1","Euro area*"
2011,1,"1","Euro area*"
2011.25,1,"1","Euro area*"
2011.5,1,"2","Euro area*"
2011.75,1,"2","Euro area*"
2012,1,"2","Euro area*"
2012.25,1,"2","Euro area*"
2012.5,1,"2","Euro area*"
2012.75,1,"2","Euro area*"
2013,1,"2","Euro area*"
2013.25,1,"1","Euro area*"
2013.5,1,"1","Euro area*"
2013.75,1,"1","Euro area*"
2014,1,"1","Euro area*"
2014.25,1,"1","Euro area*"
2014.5,1,"1","Euro area*"
2014.75,1,"1","Euro area*"
2015,1,"1","Euro area*"
2015.25,1,"1","Euro area*"
2015.5,1,"1","Euro area*"
2015.75,1,"1","Euro area*"
2016,1,"1","Euro area*"
2016.25,1,"1","Euro area*"
2016.5,1,"1","Euro area*"
2016.75,1,"1","Euro area*"
2017,1,"1","Euro area*"
2017.25,1,"1","Euro area*"
2017.5,1,"1","Euro area*"
2017.75,1,"1","Euro area*"
2018,1,"1","Euro area*"
2018.25,1,"1","Euro area*"
2018.5,1,"1","Euro area*"
2018.75,1,"1","Euro area*"
2019,1,"1","Euro area*"
2019.25,1,"1","Euro area*"
2019.5,1,"1","Euro area*"
